,UPC,Banner,Kansas,New York,Northern California,Texas,Average_Price,Std
4914,936330605,Safeway,56.89,57.19,57.19,57.49,57.19,0.21213203435596475
4915,936330605,Trader Joes,54.69,54.69,54.69,54.69,54.69,0.0
4916,936330605,Walmart,51.44,53.55,52.495,52.495,52.495000000000005,0.7459976541518075
4917,936330605,Wegmans,56.64,57.49,56.64,55.79,56.64,0.6010407640085664
4918,936330605,Whole Foods,1.99,62.69,70.69,45.123333333333335,45.123333333333335,26.56466951924429
4919,312567137,No Store,20.09,20.09,20.09,20.09,20.09,0.0
4920,312567137,Safeway,19.29,19.29,19.29,19.29,19.29,0.0
4921,312567137,Trader Joes,18.49,18.49,18.49,18.49,18.49,0.0
4922,312567137,Walmart,17.45,18.16,17.805,17.805,17.805,0.2510229073212247
4923,312567137,Wegmans,19.189999999999998,19.49,19.189999999999998,18.89,19.189999999999998,0.2121320343559635
4924,312567137,Whole Foods,1.99,21.29,23.99,20.59,16.964999999999996,8.738528194152606
4925,43366358,Safeway,46.59,46.84,46.84,47.09,46.84,0.1767766952966369
4926,43366358,Trader Joes,44.39,44.39,44.39,44.39,44.39,0.0
4927,43366358,Walmart,42.12,43.83,42.839999999999996,42.57,42.84,0.6267774724732854
4928,43366358,Wegmans,46.39,47.09,46.39,45.69,46.39,0.4949747468305853
4929,43366358,Whole Foods,1.99,51.39,57.89,37.09,37.09,21.616775892810658
4930,726107443,Safeway,55.59,55.89,55.89,56.19,55.89,0.21213203435596223
4931,726107443,Trader Joes,52.89,52.89,52.89,52.89,52.89,0.0
4932,726107443,Walmart,50.25,52.21,51.230000000000004,51.230000000000004,51.230000000000004,0.6929646455628169
4933,726107443,Wegmans,53.99,54.24,54.24,54.49,54.24,0.1767766952966369
4934,726107443,Whole Foods,1.99,61.29,69.09,59.49,47.964999999999996,26.78781206071149
4935,927879675,Safeway,28.19,28.34,28.34,28.49,28.34,0.10606601717798111
4936,927879675,Walmart,26.16,26.55,26.16,25.77,26.16,0.27577164466275395
4937,927879675,Wegmans,28.09,28.49,28.09,27.69,28.09,0.282842712474618
4938,927879675,Whole Foods,1.99,31.09,34.99,30.19,24.565,13.157958618265983
4939,766810433,No Store,19.09,19.09,19.09,19.09,19.09,0.0
4940,766810433,Safeway,18.29,18.39,18.39,18.49,18.39,0.0707106781186545
4941,766810433,Trader Joes,17.59,17.59,17.59,17.59,17.59,0.0
4942,766810433,Walmart,17.0,17.24,17.0,16.76,17.0,0.1697056274847703
4943,766810433,Wegmans,17.79,18.49,18.09,17.99,18.09,0.25495097567963904
4944,766810433,Whole Foods,1.99,20.19,22.69,14.956666666666669,14.956666666666667,7.989472239557922
4945,879777546,Safeway,47.29,47.489999999999995,47.489999999999995,47.69,47.489999999999995,0.141421356237309
4946,879777546,Trader Joes,46.09,46.79,46.09,45.39,46.089999999999996,0.49497474683058273
4947,879777546,Walmart,44.47,44.47,44.47,44.47,44.47,0.0
4948,879777546,Wegmans,45.89,47.69,46.623333333333335,46.29,46.623333333333335,0.6683312551921131
4949,879777546,Whole Foods,1.99,52.09,58.69,37.59,37.59,21.924985746859676
4950,171059624,No Store,35.89,35.89,35.89,35.89,35.89,0.0
4951,171059624,Safeway,34.49,34.49,34.49,34.49,34.49,0.0
4952,171059624,Trader Joes,33.09,33.09,33.09,33.09,33.09,0.0
4953,171059624,Walmart,31.15,32.44,31.794999999999998,31.794999999999998,31.794999999999998,0.45608387386532284
4954,171059624,Wegmans,34.29,34.79,34.29,33.79,34.29,0.3535533905932738
4955,171059624,Whole Foods,1.99,37.99,42.79,27.590000000000003,27.590000000000003,15.768322675541619
4956,403149940,No Store,35.99,35.99,35.99,35.99,35.99,0.0
4957,403149940,Safeway,34.59,34.790000000000006,34.790000000000006,34.99,34.790000000000006,0.141421356237309
4958,403149940,Trader Joes,32.89,32.89,32.89,32.89,32.89,0.0
4959,403149940,Walmart,31.31,31.485,31.485,31.66,31.485,0.12374368670764632
4960,403149940,Wegmans,34.49,34.99,34.49,33.99,34.49,0.3535533905932738
4961,403149940,Whole Foods,1.99,38.19,42.99,36.99,30.04,16.349541277968626
4962,236468029,No Store,5.09,5.09,5.09,5.09,5.09,0.0
4963,236468029,Safeway,4.89,4.89,4.89,4.89,4.89,0.0
4964,236468029,Trader Joes,4.59,4.640000000000001,4.640000000000001,4.69,4.640000000000001,0.03535533905932756
4965,236468029,Walmart,4.545,4.63,4.545,4.46,4.545,0.060104076400856514
4966,236468029,Wegmans,4.69,4.89,4.79,4.79,4.79,0.0707106781186545
4967,236468029,Whole Foods,1.99,5.39,5.99,5.19,4.640000000000001,1.5580436450882882
4968,598589918,Safeway,6.19,6.19,6.19,6.19,6.19,0.0
4969,598589918,Trader Joes,5.99,5.99,5.99,5.99,5.99,0.0
4970,598589918,Walmart,5.67,5.92,5.795,5.795,5.795,0.08838834764831845
4971,598589918,Wegmans,6.09,6.29,6.156666666666666,6.09,6.156666666666666,0.08164965809277268
4972,598589918,Whole Foods,1.99,6.89,7.69,6.69,5.815,2.2398381637966613
4973,615706094,No Store,46.09,46.09,46.09,46.09,46.09,0.0
4974,615706094,Safeway,44.29,44.54,44.54,44.79,44.54,0.1767766952966369
4975,615706094,Trader Joes,42.09,42.34,42.34,42.59,42.34,0.1767766952966369
4976,615706094,Walmart,40.02,41.67,40.71,40.44,40.71000000000001,0.6063414879422321
4977,615706094,Wegmans,43.39,43.39,43.39,43.39,43.39,0.0
4978,615706094,Whole Foods,1.99,48.79,54.99,35.25666666666667,35.25666666666667,20.4891841386295
4979,420577775,No Store,19.89,19.89,19.89,19.89,19.89,0.0
4980,420577775,Safeway,19.19,19.240000000000002,19.240000000000002,19.29,19.240000000000002,0.035355339059326626
4981,420577775,Trader Joes,18.39,18.39,18.39,18.39,18.39,0.0
4982,420577775,Walmart,17.33,18.04,17.685,17.685,17.685000000000002,0.2510229073212247
4983,420577775,Wegmans,18.59,19.29,18.889999999999997,18.79,18.89,0.25495097567963904
4984,420577775,Whole Foods,1.99,21.09,23.79,20.49,16.84,8.663284596502645
4985,130318597,No Store,60.39,60.39,60.39,60.39,60.39,0.0
4986,130318597,Trader Joes,55.79,55.79,55.79,55.79,55.79,0.0
4987,130318597,Walmart,53.724999999999994,54.54,53.724999999999994,52.91,53.724999999999994,0.5762920266670372
4988,130318597,Wegmans,57.74,58.59,57.74,56.89,57.74,0.6010407640085664
4989,130318597,Whole Foods,1.99,63.99,72.09,62.09,50.040000000000006,27.99468699592835
4990,113921219,No Store,19.89,19.89,19.89,19.89,19.89,0.0
4991,113921219,Safeway,19.19,19.240000000000002,19.240000000000002,19.29,19.240000000000002,0.035355339059326626
4992,113921219,Trader Joes,18.39,18.39,18.39,18.39,18.39,0.0
4993,113921219,Walmart,17.35,18.02,17.685000000000002,17.685000000000002,17.685000000000002,0.23688077169749278
4994,113921219,Wegmans,19.04,19.29,19.04,18.79,19.04,0.1767766952966369
4995,113921219,Whole Foods,1.99,21.09,23.79,20.49,16.84,8.663284596502645
4996,457695472,No Store,53.79,53.79,53.79,53.79,53.79,0.0
4997,457695472,Safeway,52.19,52.19,52.19,52.19,52.19,0.0
4998,457695472,Walmart,48.54,48.54,48.54,48.54,48.54,0.0
4999,457695472,Wegmans,51.44,52.19,51.44,50.69,51.44,0.5303300858899106
5000,457695472,Whole Foods,1.99,56.89,64.19,55.29,44.59,24.822872517096002
5001,975326196,Safeway,28.29,28.29,28.29,28.29,28.29,0.0
5002,975326196,Trader Joes,26.99,26.99,26.99,26.99,26.99,0.0
5003,975326196,Walmart,25.31,26.33,25.82,25.82,25.819999999999997,0.36062445840513907
5004,975326196,Wegmans,27.19,28.29,27.656666666666666,27.49,27.656666666666666,0.4020779360604934
5005,975326196,Whole Foods,1.99,30.89,34.79,29.99,24.415,13.072179428083137
5006,405684153,Safeway,51.59,51.89,51.89,52.19,51.89,0.21213203435596223
5007,405684153,Trader Joes,49.09,51.09,49.92333333333334,49.59,49.92333333333334,0.7359800721939873
5008,405684153,Walmart,46.65,48.52,47.443333333333335,47.16,47.443333333333335,0.6835324913028418
5009,405684153,Wegmans,52.19,52.19,52.19,52.19,52.19,0.0
5010,405684153,Whole Foods,1.99,56.89,64.09,40.99,40.99,24.01780589479397
5011,505307561,Safeway,50.89,51.14,51.14,51.39,51.14,0.1767766952966369
5012,505307561,Trader Joes,48.39,50.39,49.223333333333336,48.89,49.22333333333333,0.7359800721939873
5013,505307561,Walmart,45.94,46.175,46.175,46.41,46.175,0.16617009357883827
5014,505307561,Wegmans,49.39,51.39,50.39,50.39,50.39,0.7071067811865476
5015,505307561,Whole Foods,1.99,56.09,63.19,40.42333333333333,40.42333333333333,23.669002232174186
5016,740420827,Safeway,9.29,9.34,9.34,9.39,9.34,0.03535533905932788
5017,740420827,Trader Joes,8.89,8.89,8.89,8.89,8.89,0.0
5018,740420827,Walmart,8.45,8.5,8.5,8.55,8.5,0.03535533905932788
5019,740420827,Wegmans,9.24,9.39,9.24,9.09,9.24,0.10606601717798238
5020,740420827,Whole Foods,1.99,10.19,11.49,9.89,8.39,3.743661309466977
5021,827980895,Safeway,54.59,54.89,54.89,55.19,54.89,0.21213203435596223
5022,827980895,Trader Joes,52.49,52.49,52.49,52.49,52.49,0.0
5023,827980895,Walmart,50.59,51.35,50.59,49.83,50.589999999999996,0.5374011537017772
5024,827980895,Wegmans,52.99,55.19,53.92333333333334,53.59,53.92333333333334,0.804155872120986
5025,827980895,Whole Foods,1.99,60.19,67.89,58.39,47.115,26.29613802443241
5026,988779486,Safeway,31.49,31.689999999999998,31.689999999999998,31.89,31.689999999999998,0.14142135623731025
5027,988779486,Trader Joes,30.29,30.29,30.29,30.29,30.29,0.0
5028,988779486,Walmart,28.53,29.67,29.1,29.1,29.1,0.40305086527633227
5029,988779486,Wegmans,31.89,31.89,31.89,31.89,31.89,0.0
5030,988779486,Whole Foods,1.99,34.69,39.19,25.290000000000003,25.29,14.356705750275722
5031,780230660,Safeway,48.19,48.44,48.44,48.69,48.44,0.1767766952966369
5032,780230660,Trader Joes,46.29,46.29,46.29,46.29,46.29,0.0
5033,780230660,Walmart,43.51,45.37,44.44,44.44,44.44,0.657609306503489
5034,780230660,Wegmans,46.79,48.69,47.589999999999996,47.29,47.589999999999996,0.6964194138592054
5035,780230660,Whole Foods,1.99,53.09,59.89,51.49,41.615,23.093870940143404
5036,230451071,No Store,24.99,24.99,24.99,24.99,24.99,0.0
5037,230451071,Safeway,23.99,24.09,24.09,24.19,24.09,0.07071067811865576
5038,230451071,Trader Joes,23.09,23.09,23.09,23.09,23.09,0.0
5039,230451071,Walmart,21.97,21.97,21.97,21.97,21.97,0.0
5040,230451071,Wegmans,23.29,24.19,23.656666666666666,23.49,23.656666666666666,0.334165627596058
5041,230451071,Whole Foods,1.99,26.39,29.79,25.69,20.965,11.064441919952403
5042,723906184,No Store,19.69,19.69,19.69,19.69,19.69,0.0
5043,723906184,Safeway,18.89,18.990000000000002,18.990000000000002,19.09,18.990000000000002,0.0707106781186545
5044,723906184,Trader Joes,18.19,18.19,18.19,18.19,18.19,0.0
5045,723906184,Walmart,17.560000000000002,17.8,17.560000000000002,17.32,17.560000000000002,0.16970562748477155
5046,723906184,Wegmans,19.09,19.09,19.09,19.09,19.09,0.0
5047,723906184,Whole Foods,1.99,20.79,23.49,15.423333333333332,15.423333333333332,8.28140487276565
5048,39601228,Safeway,22.69,22.79,22.79,22.89,22.79,0.0707106781186545
5049,39601228,Trader Joes,21.59,22.49,21.956666666666663,21.79,21.956666666666663,0.33416562759605656
5050,39601228,Walmart,20.51,21.37,20.873333333333335,20.74,20.873333333333335,0.31482799536678235
5051,39601228,Wegmans,22.59,22.89,22.59,22.29,22.59,0.21213203435596475
5052,39601228,Whole Foods,1.99,24.99,28.19,24.29,19.865,10.42434050671792
5053,48258595,Safeway,18.39,18.439999999999998,18.439999999999998,18.49,18.439999999999998,0.035355339059326626
5054,48258595,Trader Joes,17.59,17.59,17.59,17.59,17.59,0.0
5055,48258595,Walmart,16.63,17.26,16.876666666666665,16.74,16.876666666666665,0.23794257010183612
5056,48258595,Wegmans,18.24,18.49,18.24,17.99,18.24,0.1767766952966369
5057,48258595,Whole Foods,1.99,20.19,22.79,14.99,14.989999999999998,8.013738203859669
5058,129232150,Safeway,21.29,21.39,21.39,21.49,21.39,0.0707106781186545
5059,129232150,Trader Joes,20.19,20.29,20.29,20.39,20.29,0.0707106781186545
5060,129232150,Walmart,19.740000000000002,20.03,19.740000000000002,19.45,19.740000000000002,0.20506096654409944
5061,129232150,Wegmans,21.49,21.49,21.49,21.49,21.49,0.0
5062,129232150,Whole Foods,1.99,23.39,26.39,22.69,18.615000000000002,9.698550149377999
5063,955421336,No Store,18.59,18.59,18.59,18.59,18.59,0.0
5064,955421336,Safeway,17.89,17.990000000000002,17.990000000000002,18.09,17.990000000000002,0.0707106781186545
5065,955421336,Trader Joes,16.99,17.09,17.09,17.19,17.09,0.07071067811865576
5066,955421336,Walmart,16.14,16.87,16.505000000000003,16.505000000000003,16.505000000000003,0.25809397513309
5067,955421336,Wegmans,17.79,18.09,17.79,17.49,17.79,0.21213203435596475
5068,955421336,Whole Foods,1.99,19.69,22.19,19.09,15.739999999999998,8.0232474721898
5069,375993782,Safeway,13.49,13.59,13.59,13.69,13.59,0.0707106781186545
5070,375993782,Trader Joes,12.99,12.99,12.99,12.99,12.99,0.0
5071,375993782,Walmart,12.25,12.74,12.476666666666667,12.44,12.476666666666667,0.1746902019767185
5072,375993782,Wegmans,13.09,13.69,13.356666666666667,13.29,13.356666666666666,0.2160246899469286
5073,375993782,Whole Foods,1.99,11.089999999999998,16.79,14.49,11.089999999999998,5.631607230622533
5074,687061455,Safeway,36.89,37.04,37.04,37.19,37.04,0.10606601717798111
5075,687061455,Trader Joes,35.09,36.49,35.656666666666666,35.39,35.656666666666666,0.5212165257037294
5076,687061455,Walmart,33.32,34.64,33.86333333333334,33.63,33.86333333333333,0.488074447873136
5077,687061455,Wegmans,36.64,37.19,36.64,36.09,36.64,0.38890872965259915
5078,687061455,Whole Foods,1.99,40.59,45.79,29.456666666666667,29.456666666666667,16.92000788021881
5079,484719492,No Store,55.69,55.69,55.69,55.69,55.69,0.0
5080,484719492,Safeway,53.49,53.790000000000006,53.790000000000006,54.09,53.790000000000006,0.21213203435596475
5081,484719492,Trader Joes,51.39,51.39,51.39,51.39,51.39,0.0
5082,484719492,Walmart,50.33,50.33,50.33,50.33,50.33,0.0
5083,484719492,Wegmans,51.99,54.09,52.85666666666666,52.49,52.85666666666667,0.7756717518813403
5084,484719492,Whole Foods,1.99,58.99,66.49,42.49,42.49,24.942433722473833
5085,386428225,Safeway,16.69,16.79,16.79,16.89,16.79,0.0707106781186545
5086,386428225,Trader Joes,15.89,15.99,15.99,16.09,15.99,0.0707106781186545
5087,386428225,Walmart,15.16,15.72,15.440000000000001,15.440000000000001,15.440000000000001,0.19798989873223347
5088,386428225,Wegmans,16.29,16.34,16.34,16.39,16.34,0.03535533905932788
5089,386428225,Whole Foods,1.99,18.39,20.79,17.89,14.765,7.4566664804053016
5090,763210027,Safeway,27.09,27.240000000000002,27.240000000000002,27.39,27.240000000000002,0.10606601717798238
5091,763210027,Trader Joes,26.79,26.79,26.79,26.79,26.79,0.0
5092,763210027,Walmart,25.43,25.43,25.43,25.43,25.43,0.0
5093,763210027,Wegmans,26.29,27.39,26.756666666666664,26.59,26.756666666666664,0.40207793606049447
5094,763210027,Whole Foods,1.99,21.52333333333333,33.59,28.99,21.52333333333333,12.071730061042066
5095,227818213,Safeway,55.89,56.19,56.19,56.49,56.19,0.21213203435596475
5096,227818213,Trader Joes,53.69,53.69,53.69,53.69,53.69,0.0
5097,227818213,Walmart,50.45,52.54,51.31333333333333,50.95,51.31333333333333,0.7716972636122694
5098,227818213,Wegmans,55.64,56.49,55.64,54.79,55.64,0.6010407640085664
5099,227818213,Whole Foods,1.99,61.59,69.39,59.79,48.190000000000005,26.916537667389537
5100,841392681,Safeway,56.09,56.39,56.39,56.69,56.39,0.21213203435596223
5101,841392681,Trader Joes,53.39,53.64,53.64,53.89,53.64,0.1767766952966369
5102,841392681,Walmart,50.7,52.7,51.7,51.7,51.7,0.7071067811865476
5103,841392681,Wegmans,54.49,56.69,55.42333333333334,55.09,55.42333333333334,0.804155872120986
5104,841392681,Whole Foods,1.99,61.89,69.69,60.09,48.415000000000006,27.045274541035813
5105,106918220,Safeway,23.49,23.59,23.59,23.69,23.59,0.07071067811865576
5106,106918220,Trader Joes,22.59,22.59,22.59,22.59,22.59,0.0
5107,106918220,Walmart,21.24,21.335,21.335,21.43,21.335,0.06717514421272247
5108,106918220,Wegmans,22.79,22.79,22.79,22.79,22.79,0.0
5109,106918220,Whole Foods,1.99,25.89,29.19,25.09,20.54,10.819542504191201
5110,874971914,No Store,18.49,18.49,18.49,18.49,18.49,0.0
5111,874971914,Safeway,17.79,17.89,17.89,17.99,17.89,0.0707106781186545
5112,874971914,Trader Joes,16.89,16.990000000000002,16.990000000000002,17.09,16.990000000000002,0.0707106781186545
5113,874971914,Walmart,16.12,16.73,16.425,16.425,16.425,0.21566756826189679
5114,874971914,Wegmans,17.689999999999998,17.99,17.689999999999998,17.39,17.689999999999998,0.2121320343559635
5115,874971914,Whole Foods,1.99,19.59,22.09,14.556666666666667,14.556666666666668,7.7460742745384685
5116,857721983,No Store,28.29,28.29,28.29,28.29,28.29,0.0
5117,857721983,Safeway,27.09,27.240000000000002,27.240000000000002,27.39,27.240000000000002,0.10606601717798238
5118,857721983,Trader Joes,26.09,26.09,26.09,26.09,26.09,0.0
5119,857721983,Walmart,24.57,25.53,25.05,25.05,25.05,0.3394112549695431
5120,857721983,Wegmans,26.990000000000002,27.39,26.990000000000002,26.59,26.99,0.2828427124746193
5121,857721983,Whole Foods,31.339999999999996,31.339999999999996,33.69,28.99,31.339999999999996,1.6617009357883865
5122,358265858,No Store,11.49,11.49,11.49,11.49,11.49,0.0
5123,358265858,Safeway,10.99,10.99,10.99,10.99,10.99,0.0
5124,358265858,Trader Joes,10.49,10.54,10.54,10.59,10.54,0.03535533905932725
5125,358265858,Walmart,10.04,10.43,10.206666666666665,10.15,10.206666666666665,0.14218532507494117
5126,358265858,Wegmans,10.94,11.09,10.94,10.79,10.939999999999998,0.10606601717798238
5127,358265858,Whole Foods,1.99,12.19,13.69,11.79,9.915,4.629997300215195
5128,607409332,No Store,41.49,41.49,41.49,41.49,41.49,0.0
5129,607409332,Safeway,39.89,40.09,40.09,40.29,40.09,0.141421356237309
5130,607409332,Trader Joes,38.89,39.49,38.89,38.29,38.89,0.4242640687119295
5131,607409332,Walmart,36.89,37.45,36.89,36.33,36.89,0.3959797974644682
5132,607409332,Wegmans,39.69,40.29,39.69,39.09,39.69,0.424264068711927
5133,607409332,Whole Foods,1.99,43.89,49.49,42.59,34.49,18.942148769345046
5134,770347410,No Store,1.69,1.69,1.69,1.69,1.69,0.0
5135,770347410,Safeway,1.59,1.6400000000000001,1.6400000000000001,1.69,1.6400000000000001,0.03535533905932733
5136,770347410,Trader Joes,1.59,1.59,1.59,1.59,1.59,0.0
5137,770347410,Walmart,1.55,1.65,1.6,1.6,1.6,0.03535533905932733
5138,770347410,Wegmans,1.59,1.69,1.6233333333333333,1.59,1.6233333333333335,0.04082482904638625
5139,770347410,Whole Foods,1.99,1.79,1.99,1.9233333333333331,1.9233333333333333,0.0816496580927726
5140,276263379,No Store,43.89,43.89,43.89,43.89,43.89,0.0
5141,276263379,Safeway,42.19,42.39,42.39,42.59,42.39,0.14142135623731153
5142,276263379,Trader Joes,40.09,41.79,40.79,40.49,40.79,0.6284902544988252
5143,276263379,Walmart,38.11,39.61,38.86,38.86,38.86,0.5303300858899106
5144,276263379,Wegmans,41.99,42.59,41.99,41.39,41.99,0.4242640687119295
5145,276263379,Whole Foods,1.99,33.156666666666666,52.39,45.09,33.156666666666666,19.25932674489601
5146,643048328,No Store,43.79,43.79,43.79,43.79,43.79,0.0
5147,643048328,Safeway,42.49,42.49,42.49,42.49,42.49,0.0
5148,643048328,Trader Joes,40.09,40.290000000000006,40.290000000000006,40.49,40.290000000000006,0.141421356237309
5149,643048328,Walmart,38.03,39.56,38.795,38.795,38.795,0.5409366876077093
5150,643048328,Wegmans,40.89,42.49,41.69,41.69,41.69,0.5656854249492386
5151,643048328,Whole Foods,1.99,46.39,31.123333333333335,44.99,31.123333333333335,17.847315391023567
5152,826114350,Safeway,20.39,20.490000000000002,20.490000000000002,20.59,20.490000000000002,0.0707106781186545
5153,826114350,Trader Joes,19.89,20.19,19.89,19.59,19.89,0.21213203435596475
5154,826114350,Walmart,18.41,19.15,18.720000000000002,18.6,18.72,0.2717535648340231
5155,826114350,Wegmans,20.29,20.59,20.29,19.99,20.29,0.21213203435596475
5156,826114350,Whole Foods,1.99,22.39,12.19,12.19,12.19,7.212489168102785
5157,340478827,Safeway,7.79,7.84,7.84,7.89,7.84,0.03535533905932725
5158,340478827,Trader Joes,7.59,7.69,7.59,7.49,7.590000000000001,0.07071067811865482
5159,340478827,Walmart,7.26,7.37,7.26,7.15,7.260000000000001,0.07778174593052013
5160,340478827,Wegmans,7.74,7.89,7.74,7.59,7.74,0.10606601717798206
5161,340478827,Whole Foods,1.99,8.59,5.29,5.29,5.29,2.3334523779156067
5162,377295085,Safeway,2.49,2.49,2.49,2.49,2.49,0.0
5163,377295085,Trader Joes,2.39,2.49,2.4233333333333333,2.39,2.4233333333333333,0.04082482904638634
5164,377295085,Walmart,2.4,2.4,2.4,2.4,2.4,0.0
5165,377295085,Wegmans,2.39,2.49,2.456666666666667,2.49,2.456666666666667,0.04082482904638634
5166,377295085,Whole Foods,2.69,2.69,2.69,2.69,2.69,0.0
5167,310069491,No Store,4.49,4.49,4.49,4.49,4.49,0.0
5168,310069491,Safeway,4.29,4.34,4.34,4.39,4.34,0.03535533905932725
5169,310069491,Trader Joes,4.24,4.29,4.24,4.19,4.24,0.03535533905932725
5170,310069491,Walmart,3.97,4.11,4.04,4.04,4.04,0.049497474683058366
5171,310069491,Wegmans,4.19,4.39,4.29,4.29,4.29,0.0707106781186545
5172,310069491,Whole Foods,1.99,4.79,3.7900000000000005,4.59,3.79,1.104536101718726
5173,508604923,No Store,43.29,43.29,43.29,43.29,43.29,0.0
5174,508604923,Safeway,41.59,41.790000000000006,41.790000000000006,41.99,41.790000000000006,0.141421356237309
5175,508604923,Trader Joes,39.49,39.69,39.69,39.89,39.69,0.141421356237309
5176,508604923,Walmart,37.54,39.02,38.17333333333334,37.96,38.17333333333334,0.5393205602113349
5177,508604923,Wegmans,41.39,41.99,41.39,40.79,41.39,0.4242640687119295
5178,508604923,Whole Foods,1.99,45.79,23.89,23.89,23.89,15.48563850798539
5179,942541787,Safeway,29.89,30.04,30.04,30.19,30.04,0.10606601717798238
5180,942541787,Trader Joes,29.14,29.59,29.14,28.69,29.14,0.31819805153394587
5181,942541787,Walmart,27.759999999999998,28.16,27.759999999999998,27.36,27.759999999999998,0.2828427124746193
5182,942541787,Wegmans,28.99,29.14,29.14,29.29,29.14,0.10606601717798238
5183,942541787,Whole Foods,1.99,32.99,22.323333333333334,31.99,22.32333333333333,12.45659129403653
5184,75242878,Safeway,3.79,3.84,3.84,3.89,3.84,0.03535533905932741
5185,75242878,Trader Joes,3.74,3.79,3.74,3.69,3.74,0.03535533905932741
5186,75242878,Walmart,3.5949999999999998,3.67,3.5949999999999998,3.52,3.595,0.05303300858899103
5187,75242878,Wegmans,3.84,3.89,3.84,3.79,3.84,0.03535533905932741
5188,75242878,Whole Foods,4.140000000000001,4.19,4.140000000000001,4.09,4.140000000000001,0.03535533905932756
5189,132112942,Safeway,57.69,57.989999999999995,57.989999999999995,58.29,57.989999999999995,0.21213203435596475
5190,132112942,Trader Joes,54.89,54.89,54.89,54.89,54.89,0.0
5191,132112942,Walmart,52.1,54.27,53.185,53.185,53.185,0.7672108575874046
5192,132112942,Wegmans,57.44,58.29,57.44,56.59,57.44,0.6010407640085639
5193,132112942,Whole Foods,1.99,1.99,1.99,1.99,1.99,0.0
5194,266425823,Safeway,35.09,35.290000000000006,35.290000000000006,35.49,35.290000000000006,0.141421356237309
5195,266425823,Trader Joes,34.29,34.79,34.29,33.79,34.29,0.3535533905932738
5196,266425823,Walmart,31.75,33.02,32.385000000000005,32.385000000000005,32.385000000000005,0.4490128060534588
5197,266425823,Wegmans,35.49,35.49,35.49,35.49,35.49,0.0
5198,266425823,Whole Foods,1.99,38.69,20.34,20.34,20.34,12.975409434773146
5199,87093736,Safeway,25.39,25.54,25.54,25.69,25.54,0.10606601717798238
5200,87093736,Trader Joes,24.39,24.39,24.39,24.39,24.39,0.0
5201,87093736,Walmart,23.04,23.97,23.505,23.505,23.505,0.3288046532517445
5202,87093736,Wegmans,25.29,25.69,25.29,24.89,25.29,0.2828427124746193
5203,87093736,Whole Foods,1.99,27.99,14.989999999999998,14.989999999999998,14.989999999999998,9.192388155425117
5204,564014969,Safeway,9.69,9.739999999999998,9.739999999999998,9.79,9.739999999999998,0.03535533905932725
5205,564014969,Trader Joes,9.29,9.34,9.34,9.39,9.34,0.03535533905932788
5206,564014969,Walmart,8.83,9.22,9.0,8.95,9.0,0.14124446891825562
5207,564014969,Wegmans,9.69,9.79,9.69,9.59,9.69,0.0707106781186545
5208,564014969,Whole Foods,1.99,10.69,7.69,10.39,7.6899999999999995,3.4921340180468445
5209,959054260,Safeway,19.69,19.79,19.79,19.89,19.79,0.0707106781186545
5210,959054260,Trader Joes,18.99,18.99,18.99,18.99,18.99,0.0
5211,959054260,Walmart,18.54,18.54,18.54,18.54,18.54,0.0
5212,959054260,Wegmans,19.19,19.89,19.456666666666667,19.29,19.456666666666667,0.2677063067368169
5213,959054260,Whole Foods,1.99,21.69,14.923333333333332,21.09,14.923333333333332,7.922857228719111
5214,238441424,No Store,34.79,34.79,34.79,34.79,34.79,0.0
5215,238441424,Safeway,33.79,33.79,33.79,33.79,33.79,0.0
5216,238441424,Trader Joes,31.79,31.94,31.94,32.09,31.94,0.10606601717798364
5217,238441424,Walmart,30.2,31.43,30.73,30.56,30.729999999999997,0.44715769030622765
5218,238441424,Wegmans,33.29,33.79,33.29,32.79,33.29,0.3535533905932738
5219,238441424,Whole Foods,1.99,36.79,24.823333333333334,35.69,24.82333333333333,13.987911447627436
5220,312735668,No Store,21.09,21.09,21.09,21.09,21.09,0.0
5221,312735668,Safeway,20.29,20.39,20.39,20.49,20.39,0.0707106781186545
5222,312735668,Trader Joes,19.29,19.39,19.39,19.49,19.39,0.0707106781186545
5223,312735668,Walmart,19.12,19.12,19.12,19.12,19.12,0.0
5224,312735668,Wegmans,19.69,20.49,20.02333333333333,19.89,20.02333333333333,0.29439202887759386
5225,312735668,Whole Foods,1.99,22.39,15.356666666666667,21.69,15.356666666666667,8.189118796712297
5226,165324638,No Store,61.49,61.49,61.49,61.49,61.49,0.0
5227,165324638,Safeway,59.09,59.39,59.39,59.69,59.39,0.21213203435596223
5228,165324638,Trader Joes,56.79,56.79,56.79,56.79,56.79,0.0
5229,165324638,Walmart,53.36,55.53,54.445,54.445,54.445,0.7672108575874046
5230,165324638,Wegmans,58.79,59.69,58.79,57.89,58.79,0.6363961030678917
5231,165324638,Whole Foods,1.99,65.09,43.423333333333325,63.19,43.42333333333333,25.381522150309795
5232,592499340,No Store,2.59,2.59,2.59,2.59,2.59,0.0
5233,592499340,Safeway,2.49,2.54,2.54,2.59,2.54,0.03535533905932725
5234,592499340,Trader Joes,2.39,2.4400000000000004,2.4400000000000004,2.49,2.4400000000000004,0.03535533905932741
5235,592499340,Walmart,2.37,2.44,2.37,2.3,2.37,0.049497474683058366
5236,592499340,Wegmans,2.49,2.49,2.49,2.49,2.49,0.0
